ASTCLS,CODE,NAME,SYMBOLCODE,SYMBOLNAME,ISINCODE,QUANTITY,UNITCOST,MARKETRATE,ACCRUEDINTEREST,MARKETVALUE,GainLoss,GainLoss Percentage,POSITIONFLAG,ASONDATE
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,MUNDRAPORT,Adani Ports and Special Economic Zone Ltd,INE742F01042,14158,728.493950060506,703.6,0,9961568.8,-352448.544956643948,-3.4171800683366555107083899896067471189E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,ASIANPAINT,Asian Paints Ltd,INE021A01026,3724,2523.433527991069,2891.4,0,10767573.6,1370307.141761259044,1.45819760230368674200566230500399873028E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,UTIBANK,Axis Bank Ltd,INE238A01034,181273,722.557551062028,658.15,181273,119486097.95,-11675350.003667001644,-8.913829904256156557277192057280445376E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,BAJAJ-AUTO,Bajaj Auto Ltd,INE917I01010,8336,4081.132545546646,3795.5,1167040,32806328,-2381032.899676841056,-6.9988549099766383497551684032991229921E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,BAJAJFINSV,Bajaj Finserv Limited,INE918I01018,4090,11917.778764649022,11967.35,23324,48969785.5,202746.35258550002,4.15943577489608403965044385383574734305E-01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,BANKBARODA,Bank of Baroda,INE028A01039,1216,83.566017,105,3465.6,131145.6,26063.723328,2.56491619075251606164261723757876362589E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,BERGEPAINT,Berger Paints India Ltd,INE463A01038,645,774.742838085271,593.25,0,382646.25,-117062.880564999795,-2.3426204046470351694626993945373473203E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,BPCL,Bharat Petroleum Corporation Ltd,INE029A01011,62971,474.624593491717,329.4,0,20742647.4,-9144937.876766911207,-3.0597780958489546580310463651363046299E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,CIPLA,Cipla Ltd,INE059A01026,34378,963.48481660867,935.25,0,32152024.5,-970656.52537285726,-2.9304890042847330743632720825642022173E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,DABUR,Dabur India Ltd,INE016A01026,822,580.75425903893,543.55,0,446798.1,-30581.90093000046,-6.4061965039219915046758475355803964159E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,DRREDDY,Dr. Reddys Laboratories Ltd,INE089A01023,7739,5264.392071463091,4336.45,0,33559786.55,-7181343.691052861249,-1.76267659943723639327128884762800669E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,EICHERMOT,Eicher Motors Ltd,INE066A01021,9252,2661.458151378417,2944.2,0,27239738.4,2615927.583446885916,1.06235692067953770397166443391360116859E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,GAIL,GAIL India Ltd,INE129A01019,1561,131.30851201025,136.8,0,213544.8,8572.21275199975,4.18212643314496781488365415257651038598E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,GRASIM,Grasim Industries Ltd,INE047A01021,25221,1509.087887844505,1374.85,0,34675091.85,-3385613.769326260605,-8.8952995332990669400497755594225800655E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,HCLTECH,HCL Technologies Ltd,INE860A01027,72438,918.979304816578,989.85,0,71702754.3,5133731.417696722836,7.71189240192599410946046243287867830752E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,HDFCBANK,HDFC Bank Ltd,INE040A01034,9295,1422.385321980395,1395.8,144072.5,13118033.5,-247110.567807771525,-1.8690661081471305010065510880407084474E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,HINDALCO,Hindalco Industries Ltd,INE038A01020,99085,441.384208570297,361.65,0,35834090.25,-7900464.056187878245,-1.8064581156758384885496771952828560295E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,HDFC,Housing Development Finance Corp Ltd,INE001A01036,115230,2523.255745264429,2245.55,0,258754726.5,-32000033.02682015367,-1.1005850111928560797055806404988619244E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,ICICIBANK,ICICI Bank Ltd,INE090A01021,474784,685.284270972748,742,0,352289728,26927720.690474813568,8.27623388272798096335134319347780682494E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,ITC,ITC Ltd,INE154A01025,1344,219.475326928571,291.95,8400,400780.8,97405.960608000576,3.30217861322590177147389755402715052516E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,INDUSINDBK,IndusInd Bank Ltd,INE095A01012,208,910.207394692308,861,0,179088,-10235.138096000064,-5.4061739092926579249535502864649960296E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,INFOSYSTCH,Infosys Ltd,INE009A01021,250917,1439.969566487548,1498.7,0,376049307.9,14736464.185643918484,4.07858852570825258779670130009184782628E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,KOTAKBANK,Kotak Mahindra Bank Ltd,INE237A01028,101109,1809.885567021064,1738.5,0,175777996.5,-7217723.295932759976,-3.9442033420134563130663545184354576979E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,L&T,Larsen and Toubro Ltd,INE018A01030,74723,1376.315175379569,1611.1,0,120386225.3,17543826.450112465613,1.70589432435546995781596219309414578411E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,M&M,Mahindra and Mahindra Ltd,INE101A01026,27067,758.309785570786,1133.3,0,30675031.1,10149860.133955535338,4.945079459141566893844606790785394215E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,MARUTI,Maruti Suzuki India Ltd,INE585B01010,39706,7134.604733982554,8606.4,0,341725718.4,58439102.832488710876,2.06289671382521879958001815874351883847E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,NTPC,NTPC Ltd,INE733E01010,2658,126.057495333333,140.45,0,373316.1,38255.277404000886,1.14174128468989449893846769670731397013E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,NESTLE,Nestle India Ltd,INE239A01016,2202,17643.72461670082,18204.95,0,40087299.9,1235818.29402479436,3.18087816201771401341252636931999105,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,RELIANCE,Reliance Industries Ltd,INE002A01018,221237,2087.117263343838,2388.1,0,528336079.7,66588517.709599312394,1.44209787318776633178509855486336192654E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,SHREECEM,Shree Cements,INE070A01015,1089,28236.478180316876,20014.6,0,21795899.4,-8953625.338365077964,-2.9117930812094669893991244533551514971E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,SBIN,State Bank of India,INE062A01020,350698,311.970904833382,486.75,0,170702251.5,61294679.116742599364,5.60241652214216398188248701696491928243E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TCS,Tata Consultancy Services Ltd.,INE467B01029,49729,3099.416768523178,3287.85,0,163501492.65,9370596.168110881238,6.07963515557178163868611632478445539385E00,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TITAN,Titan Company Ltd,INE280A01028,7753,1492.788278987764,2127.5,0,16494507.5,4920919.973007865708,4.25185359468808214067214241107614185289E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,UNITEDPHOS,UPL Ltd,INE628A01036,27366,596.744313118696,682.75,0,18684136.5,2353631.627193765264,1.44124853795124405909393079572052292063E01,Long,07/07/2022
EQUITY,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,WIPRO,Wipro Ltd,INE075A01022,101382,414.709883098648,420.8,0,42661545.6,617428.231692868464,1.46852466014255314799492593007868237095E00,Long,07/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS02,7.36 PFC BONDS TRANCHE I SERIES II 04012028,TBE134E07349,20000,1139.126165697674,1083.233,746082.191780821918,22410742.191780821918,-1117863.31395348,-4.9066703391403038115717653439779255579E00,Long,07/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS23,7.53 INDIAN RAILWAY FINANCE CORPORATION LIMITED SR-103A BD 21DC30 FVRS1000 LOAUPTO20DC15,TBE053F07835,100000,1208.844224,1111.597,5285479.452054794521,116445179.452054794521,-9724722.4,-8.0446447994940330707159833358313668048E00,Long,07/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS08,8.10 IRFC 2027,TBE053F07538,26999,1173.689477622692,1103.325,1593754.668493150685,31382426.343493150685,-1899770.531335061308,-5.9951528035520304068045922183266152453E00,Long,07/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS15,8.26 IIFCL 2028,TBE787H07198,65,1218460.2375,1137313,4692358.904109589041,78617703.904109589041,-5274570.4375,-6.6598182692030604732803190879669555077E00,Long,07/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS11,8.46 REC LIMITED 2028,TBE020B07HN3,50,1229578.240000000001,1147766,3627369.86301369863,61015669.86301369863,-4090612.00000000005,-6.6536831360971385548806693780648407092E00,Long,07/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS14,8.51 HUDCO 2028,TBE031A07915,10000,1238.61024,1153.322,596865.753424657534,12130085.753424657534,-852882.4,-6.8858012993659732701709296380433605974E00,Long,07/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS19,8.54 NHPC LIMITED 2028,TBE848E07526,37550,1244.226302507327,1155.764,860995.780821917808,44259933.980821917808,-3321759.45915012885,-7.1098241798184509270446565005464862384E00,Long,07/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS24,8.63 IRFC 2029,TBE053F07728,80000,1256.40732,1166.072,1558128.753424657534,94843888.753424657534,-7226825.6,-7.1899708448053295327824100865633288415E00,Long,07/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS25,8.63 REC 24032029,TBE020B07ID2,155000,1255.62526,1166.071,8025900,188766905,-13880910.3,-7.1322442175143880109579827981479123795E00,Long,07/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS26,GOI LOAN 4.56% 2023,TB0020210210,10500000,97.657142857142,97.7091,5187000,1031132550,545550.000009,5.32036278534235213893609136060976245838E-02,Long,07/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS22,INDIAN RAILWAY FINANCE CORPORATION LIMITED SR-103 7.28 BD 21DC30 FVRS1000 LOA UPTO20DC15,TBE053F07801,26067,1208.844225,1111.244,1377765.928767123288,30344563.276767123288,-2544145.065075,-8.0738463220933201711742470374956707098E00,Long,07/07/2022
FIXED,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,TB2FIIS09,NHAI SR IIA 7.35 11JN31 FVRS1000,TBE906B07EI0,0,0,1116.513,0.001104,0.001104,0,0,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT16003,Aarti Industries - 28/07/2022,,13600,694.955993655,707.7,0,9624720,173318.486292,1.83378609024941542001585832772236096875E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15929,Adani Ports and Special Economic Zone Ltd - 28/07/2022,,32500,679.295295219,701.05,0,22784125,707027.9053825,3.2025401815842750688167857248726033444E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15946,Aditya Birla Fashion and Retail Ltd - 28/07/2022,,20800,237.3480852525,251.25,0,5226000,289159.826748,5.8571842838801963298766468948175699798E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15884,Apollo Hospitals Enterprise - 28/07/2022,,5250,3789.318249788059,3923.85,0,20600212.5,706291.68861269025,3.55028903205650562808840029715706344997E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15938,Apollo Tyres - 28/07/2022,,157500,183.999317114667,198.1,0,31200750,2220857.5544399475,7.66344305318565924579143960226131162828E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15930,Asian Paints Ltd - 28/07/2022,,26200,2720.931855557701,2900.75,0,75999650,4711235.3843882338,6.60869709305682814408636260653976998919E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15885,Axis Bank Ltd - 28/07/2022,,66000,655.987849503281,660.95,0,43622700,327501.932783454,7.56439391442444883815911804226489706301E-01,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15926,Bajaj Finance Ltd - 28/07/2022,,25000,5542.12556175543,5867.35,0,146683750,8130610.95611425,5.86822573073493132939701559133145964317E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15971,Berger Paints India Ltd - 28/07/2022,,24200,572.732360905909,596,0,14423200,563076.8660770022,4.06256755900571688526328427153657496995E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15875,Bharat Forge Ltd - 28/07/2022,,52000,642.284413838077,655.35,0,34078200,679410.480419996,2.03423683969651758012950819654688110758E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15874,Bharti Airtel Ltd - 28/07/2022,,156750,686.099759112363,689.25,0,108039937.5,493800.25913709975,4.59152017734651764877359946344311723259E-01,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15887,Biocon Ltd - 28/07/2022,,170200,311.626060064594,322.65,0,54915030,1876274.5770061012,3.53755393022039055857954913096521068692E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15939,Britannia Industries Ltd - 28/07/2022,,4600,3465.742355913139,3825.65,0,17597990,1655575.1627995606,1.03847201299542092029670634194075452779E01,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15905,Canara Bank - 28/07/2022,,129600,185.5624423825,208.6,0,27034560,2985667.467228,1.24149894352072955637930732063180624589E01,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15962,Cholamandalam Investments and Finance Ltd - 28/07/2022,,15000,646.56796608,644.1,0,9661500,-37019.4912,-3.8170249834100781932756528561731246851E-01,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15921,Coal India Ltd - 28/07/2022,,134400,184.729667147143,186.2,0,25025280,197612.7354239808,7.95937585751093005650396814008134717183E-01,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15953,Divis Laboratories Ltd - 28/07/2022,,8250,3626.449005139637,3671.3,0,30288225,370020.70759799475,1.23677445337842287559027654517403052633E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15927,Dixon Technologies India Ltd - 28/07/2022,,2625,3713.670384217143,3711.65,0,9743081.25,-5303.508570000375,-5.4403972569280816976348177582177370666E-02,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15956,Dr. Lal Pathlabs Ltd - 28/07/2022,,2500,2089.958207979,2146.35,0,5365875,140979.4800525,2.6982258212488920459055546497148026453E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15876,Eicher Motors Ltd - 28/07/2022,,5250,2813.578605009375,2929.1,0,15377775,606487.32370078125,4.10585276647140541869251617166023966865E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT16012,Glenmark Pharmaceuticals Ltd - 28/07/2022,,25300,387.937755797728,392,0,9917600,102774.7783174816,1.04713814047789338130507835907402838575E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15920,Godrej Properties Ltd - 28/07/2022,,29575,1208.65829936044,1311.1,0,38775782.5,3029713.296414987,8.47565442555326806956676516975237776629E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15925,Gujarat State Petronet Ltd - 28/07/2022,,172500,219.4228293,232.8,0,40158000,2307561.94575,6.09652639275306254562090818869957940151E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15898,HDFC Bank Ltd - 28/07/2022,,256850,1351.030690543859,1397.05,0,358832292.5,11820059.63380981585,3.40623716235608775335679493005975080117E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15942,HDFC Life Insurance Company Limited - 28/07/2022,,58300,550.013136168201,557.1,0,32478930,413164.1613938817,1.28848992247191475541468061632712587732E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15913,Hindustan Unilever Ltd - 28/07/2022,,32400,2237.37730195721,2483.15,0,80454060,7963035.416586396,1.0984857038989055603058201441097331933E01,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15941,Housing Development Finance Corp Ltd - 28/07/2022,,10500,2226.860265919428,2255.15,0,23679075,297042.207846006,1.27038658480404068061575946486377918587E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15955,ICICI Lombard General Insurance Company Ltd - 28/07/2022,,27625,1124.361682756153,1279.8,0,35354475,4293983.513861273375,1.38245832838077808811336698179902329383E01,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15975,IDFC First Bank Ltd - 28/07/2022,,255000,31.445520054706,34.4,0,8772000,753392.38604997,9.395551226864970736153350649249711863,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15870,ITC Ltd - 28/07/2022,,534400,273.466250104865,291.55,0,155804320,9663955.943960144,6.61279038572419717680347049427307416041E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT16013,IndiaMART InterMESH Ltd - 28/07/2022,,2550,3735.501890071765,3923.85,0,10005817.5,480287.68031699925,5.04210988164207647726393102738040750659E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15901,IndusInd Bank Ltd - 28/07/2022,,76500,814.249203358347,856.85,0,65549025,3258960.9430864545,5.23191136889631104335279727200132752966E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15902,Infosys Ltd - 28/07/2022,,21900,1477.116191570105,1504.7,0,32952930,604085.4046147005,1.86740952318549224661794729643030170845E00,Long,07/07/2022
FUTURES,4810001,TRUE BEACON AIF-TRUE BEACON AIF SCHEME 1  ,FUT15976,InterGlobe Aviation Limited - 28/07/2022,,3000,1612.081895646,1695.85,0,5087550,251304.313062,5.19626853823279897594880678288187760973E00,Long,07/07/2022
